battle_turn,opponent_pokemon,opponent_type,move_used,move_type,move_category,weather_condition,pikachu_status,terrain_type,held_item,pikachu_ability,opponent_level,pikachu_level,move_power,attack_stat,defense_stat,sp_attack_stat,sp_defense_stat,speed_stat_pikachu,speed_stat_opponent,attack_stage,defense_stage,speed_stage,type_effectiveness,critical_hit,move_hit,friendship_level,experience_points,healing_applied,damage_dealt,previous_hp,max_hp,pikachu_hp,round,turn,trainer_focus_score
Round 6 - Turn 03:00,Onix,Rock,Thunder,Electric,Special,Clear,,,Sitrus Berry,Lightning Rod,45,40,110,57,43,47,61,72,61,-1,0,0,0.5,0,1,203,2330,0,15,78,78,31,6,3,53.7
Round 6 - Turn 04:00,Charizard,Fire,Iron Tail,Electric,Physical,Clear,,,Sitrus Berry,Static,35,40,100,58,37,47,37,82,72,1,0,1,1,0,1,220,1404,0,115,64,78,0,6,4,15.5
Round 6 - Turn 05:00,Machamp,Fighting,Nuzzle,Normal,Physical,Electric Terrain,,,,Static,44,40,20,55,51,44,44,83,62,0,0,,1,0,1,163,,0,10,78,78,49,6,5,68.2
Round 6 - Turn 06:00,Blastoise,Water,Volt Tackle,,Physical,Sandstorm,Burned,,Assault Vest,Static,41,40,120,48,38,49,59,73,48,1,0,0,2,0,1,90,4360,0,120,70,78,0,6,6,6.2
Round 6 - Turn 07:00,Golem,Rock,Thunder,Electric,Special,Clear,,,Sitrus Berry,Static,38,40,110,54,30,45,43,84,,-1,-1,0,0.5,0,1,196,4081,,30,78,78,45,6,7,60.4
Round 6 - Turn 08:00,Charizard,Fire,Iron Tail,Electric,Physical,Clear,,,Light Ball,Lightning Rod,42,40,100,55,35,50,54,85,96,1,1,0,1,0,1,113,2363,0,85,46,78,12,6,8,20.4
Round 6 - Turn 09:00,Blastoise,Water,Quick Attack,Electric,Physical,Electric Terrain,,Electric Terrain,,Static,36,40,40,48,33,53,45,85,99,0,0,-1,2,0,1,165,505,0,80,78,78,36,6,9,65.2
Round 6 - Turn 10:00,Charizard,Fire,Volt Tackle,Electric,Physical,Electric Terrain,,,Sitrus Berry,Static,37,40,120,46,39,52,51,74,74,0,-2,0,1,0,1,106,3881,0,135,78,78,68,6,10,81.8
Round 6 - Turn 11:00,Charizard,Fire,Thunder,Electric,Special,Electric Terrain,,,,Static,35,40,110,50,35,54,,,54,-1,0,0,1,0,1,156,4193,0,40,78,78,24,6,11,34.7
Round 6 - Turn 12:00,Machamp,Fighting,Agility,Electric,Status,Electric Terrain,,,Light Ball,Static,42,40,0,53,49,52,48,86,127,1,0,0,1,0,1,216,3038,0,0,36,78,39,6,12,53.8
Round 6 - Turn 13:00,Charizard,Fire,Quick Attack,Electric,Physical,Clear,,Electric Terrain,Light Ball,Static,44,40,40,48,50,42,47,79,87,0,0,-1,1,0,1,178,2704,0,25,36,78,12,6,13,33.8
Round 6 - Turn 14:00,Machamp,Fighting,Quick Attack,Electric,Physical,Clear,Burned,,Light Ball,Static,,40,,53,51,54,59,85,42,2,1,0,1,0,1,190,2539,0,15,9,78,7,6,14,21.1
Round 6 - Turn 15:00,Charizard,Fire,Nuzzle,Normal,Physical,Rain,,,Assault Vest,Static,35,40,20,44,29,49,39,85,96,0,-2,0,1,0,1,118,2366,0,,78,78,60,6,15,74.2
Round 6 - Turn 16:00,Alakazam,Psychic,Thunderbolt,Electric,Special,Sun,,,Light Ball,Static,46,40,90,50,39,40,59,85,129,0,2,1,1,0,1,127,3540,0,20,56,78,47,6,16,63
Round 6 - Turn 17:00,Dragonite,Dragon,Thunder,Electric,Special,Sandstorm,,,Light Ball,Static,35,40,110,53,43,41,46,77,90,0,1,1,0.5,1,1,138,2395,0,25,37,78,16,6,17,34.6
Round 6 - Turn 18:00,Vaporeon,Water,Quick Attack,Electric,,Clear,,,,Lightning Rod,38,,40,55,38,41,57,81,115,-1,-2,,2,0,1,144,4233,0,85,10,78,19,6,18,28.2
Round 6 - Turn 19:00,Gengar,Ghost,Electro Ball,Electric,Special,Electric Terrain,,Electric Terrain,Light Ball,Static,35,40,80,48,43,43,38,86,111,-1,0,-1,1,0,1,138,3188,0,40,78,78,42,6,19,63.4
Round 6 - Turn 20:00,Dragonite,Dragon,Thunder,,Special,Clear,,,Light Ball,Static,38,40,110,52,47,42,43,83,96,0,0,1,,0,1,153,1531,0,30,36,78,40,6,20,60.5
Round 6 - Turn 21:00,Steelix,Steel,Agility,Electric,Status,Clear,Paralyzed,,Light Ball,Static,37,40,0,58,34,49,51,75,76,0,-1,-1,1,0,1,188,2348,0,0,6,78,30,6,21,52.2
Round 6 - Turn 22:00,Alakazam,Psychic,Electro Ball,Electric,Special,Hail,,,,Lightning Rod,38,40,80,45,31,50,56,83,53,0,0,-1,,0,1,109,3190,0,40,6,78,75,6,22,88.6
Round 6 - Turn 23:00,Steelix,Steel,Agility,Electric,Status,Clear,,Misty Terrain,,Static,30,40,0,48,32,54,36,83,101,0,0,-1,1,0,1,60,0,0,0,,78,78,6,23,94.8
Round 7 - Turn 00:00,Machamp,Fighting,Iron Tail,Electric,Physical,Rain,,Electric Terrain,Focus Sash,Static,23,26,100,28,28,35,37,50,31,2,-1,0,1,1,1,134,1410,0,195,43,54,15,7,0,42
Round 7 - Turn 01:00,Machamp,Fighting,Quick Attack,Electric,Physical,Hail,,,Sitrus Berry,Static,28,26,40,40,36,39,40,50,,0,2,2,1,0,1,232,3490,0,10,54,54,44,7,1,87.9
Round 7 - Turn 02:00,Alakazam,Psychic,Volt Tackle,Electric,Physical,,,Electric Terrain,Light Ball,Lightning Rod,23,26,120,37,28,40,37,51,69,0,0,-1,1,0,1,114,1103,23,75,45,54,31,7,2,69.9
Round 7 - Turn 03:00,Dragonite,Dragon,Thunder,Electric,Special,Clear,Paralyzed,,Assault Vest,Static,33,26,110,38,35,32,48,58,40,1,0,-2,0.5,0,0,186,1257,0,0,54,54,54,7,3,90.9
Round 7 - Turn 04:00,Dragonite,Dragon,Nuzzle,Normal,Physical,Sun,,,Light Ball,Lightning Rod,,26,20,,,32,45,49,51,0,-1,0,0.5,0,1,150,3991,0,5,54,,66,7,4,94.8
Round 7 - Turn 05:00,Vaporeon,Water,Electro Ball,Electric,,Clear,,,,Static,20,26,80,40,23,29,22,58,44,,0,0,2,0,1,122,1968,0,55,50,54,0,7,5,13.5
Round 7 - Turn 06:00,Machamp,Fighting,Electro Ball,Electric,Special,Clear,,Misty Terrain,Light Ball,Lightning Rod,27,26,80,34,33,28,29,50,68,0,-1,0,1,0,1,156,2013,0,45,54,54,18,7,6,48.4
Round 7 - Turn 07:00,Charizard,Fire,Nuzzle,Normal,Physical,Clear,,,Light Ball,Static,30,26,,41,41,38,32,50,56,0,0,0,1,0,1,183,4631,0,5,11,54,23,7,7,48.4
Round 7 - Turn 08:00,Charizard,Fire,Volt Tackle,Electric,Physical,Clear,,Grassy Terrain,Light Ball,Static,17,26,120,39,27,28,18,49,44,-2,0,0,1,0,1,108,0,0,30,5,54,43,7,8,83.9
Round 7 - Turn 09:00,Lapras,Water,Thunder,Electric,Special,Electric Terrain,,,,Static,24,26,110,29,34,35,26,59,22,2,0,0,2,0,1,43,0,24,195,54,54,47,7,9,81.3
Round 7 - Turn 10:00,Venusaur,Grass,Iron Tail,Electric,Physical,Clear,,,Light Ball,Lightning Rod,25,26,100,33,24,36,40,48,32,-2,0,0,0.5,0,1,155,2564,0,15,54,54,49,7,10,78
Round 7 - Turn 11:00,Alakazam,Psychic,Nuzzle,Normal,Physical,Clear,Paralyzed,,Sitrus Berry,Static,23,26,20,28,24,33,40,56,62,0,-1,1,1,0,1,171,1988,0,10,41,54,20,7,11,43
Round 7 - Turn 12:00,Lapras,Water,Quick Attack,Electric,Physical,Rain,Paralyzed,,Sitrus Berry,Static,25,26,40,41,39,32,44,54,41,0,0,1,2,0,,226,438,0,30,32,54,4,7,12,18.1
Round 7 - Turn 13:00,Machamp,Fighting,Quick Attack,Electric,Physical,Electric Terrain,,,Light Ball,Static,26,26,40,28,23,35,30,52,59,-2,0,0,1,0,1,134,0,0,,1,54,27,7,13,50.3
Round 7 - Turn 14:00,Charizard,Fire,Electro Ball,Electric,Special,Clear,,Misty Terrain,Light Ball,Lightning Rod,21,26,80,36,28,,25,46,70,0,1,0,1,0,1,190,3213,0,30,54,54,54,7,14,90.2
Round 7 - Turn 15:00,Dragonite,Dragon,Thunderbolt,Electric,Special,Clear,,,Sitrus Berry,Static,26,26,90,33,30,29,45,54,41,0,0,0,0.5,0,1,121,1575,0,10,24,54,35,7,15,58.3
Round 7 - Turn 16:00,Charizard,Fire,Thunderbolt,Electric,Special,Electric Terrain,,Grassy Terrain,,Static,27,26,90,,27,35,31,47,46,0,1,0,1,0,1,117,2751,0,25,13,54,0,7,16,11.2
Round 7 - Turn 17:00,Venusaur,Grass,Nuzzle,Normal,Physical,Clear,Paralyzed,,,Lightning Rod,22,26,20,38,18,28,35,60,82,0,1,0,0.5,0,1,166,3090,0,5,54,54,54,7,17,90.3
Round 7 - Turn 18:00,Alakazam,Psychic,Thunderbolt,,,Rain,,Misty Terrain,Light Ball,Static,30,26,90,38,37,37,44,53,32,0,-1,0,1,1,1,134,2312,0,60,50,54,28,7,18,62
Round 7 - Turn 19:00,,Dragon,Electro Ball,Electric,Special,Sun,,Electric Terrain,Sitrus Berry,Static,22,26,80,37,25,40,34,58,48,1,,0,0.5,0,1,1,,,20,54,54,25,7,19,48.4
Round 7 - Turn 20:00,Golem,Rock,Electro Ball,Electric,,Rain,,Electric Terrain,,Static,33,26,80,36,39,31,37,52,53,0,1,0,,0,0,161,3507,0,0,,54,22,7,20,48.6
Round 7 - Turn 21:00,Machamp,Fighting,Thunder,Electric,Special,Sun,,,,Static,15,26,110,39,,33,29,50,41,0,-1,0,1,0,1,95,4353,0,70,33,54,2,7,21,19.6
Round 7 - Turn 22:00,Dragonite,Dragon,Volt Tackle,Electric,Physical,Sandstorm,Paralyzed,,Light Ball,Static,22,26,120,30,18,40,35,56,55,-2,-1,-1,0.5,0,1,165,1850,0,25,54,54,0,7,22,10.8
Round 7 - Turn 23:00,Charizard,,Agility,Electric,Status,Sun,Paralyzed,,Assault Vest,Static,26,26,0,33,20,28,33,53,10,0,0,0,1,0,1,145,1500,0,0,28,54,0,7,23,28.6
Round 8 - Turn 00:00,Charizard,Fire,Electro Ball,Electric,Special,Electric Terrain,,,Light Ball,Static,35,37,80,52,41,39,54,72,77,0,0,0,1,0,1,216,705,0,25,53,72,30,8,0,51.9
Round 8 - Turn 01:00,Charizard,Fire,Quick Attack,Electric,Physical,Rain,Burned,Electric Terrain,Assault Vest,Static,48,37,40,42,45,51,53,67,60,0,0,-1,,0,1,109,2186,0,15,26,72,23,8,1,42.2
Round 8 - Turn 02:00,Dragonite,,,,Special,Clear,,,Sitrus Berry,Static,46,37,110,45,36,43,53,79,111,1,0,0,0.5,0,1,247,1721,0,30,13,72,0,8,2,17.1
Round 8 - Turn 03:00,Golem,Rock,Volt Tackle,Electric,Physical,Sandstorm,Burned,,Focus Sash,Static,32,37,120,50,,43,35,72,119,0,0,-1,0.5,0,1,206,3481,0,25,72,72,50,8,3,69.7
Round 8 - Turn 04:00,Lapras,Water,Iron Tail,Electric,Physical,Clear,Paralyzed,Electric Terrain,Sitrus Berry,Static,38,37,100,44,32,45,50,78,84,0,0,1,2,0,1,153,666,0,,49,72,14,8,4,26.3
Round 8 - Turn 05:00,Blastoise,Water,Iron Tail,Electric,Physical,Sandstorm,,Electric Terrain,,Lightning Rod,39,37,100,49,49,38,50,77,78,1,1,0,2,,1,195,1831,0,135,72,72,22,8,5,36.8
Round 8 - Turn 06:00,Blastoise,Water,Iron Tail,Electric,Physical,Clear,Paralyzed,Grassy Terrain,Light Ball,Static,34,37,100,42,28,50,35,73,43,0,0,0,2,,1,,1990,0,135,72,72,32,8,6,46.8
Round 8 - Turn 07:00,Onix,Rock,Quick Attack,,Physical,Hail,,,Assault Vest,Static,40,37,40,43,43,45,40,66,71,-1,0,0,0.5,0,1,210,2190,0,5,72,72,72,8,7,91.6
Round 8 - Turn 08:00,Alakazam,Psychic,Quick Attack,Electric,Physical,Clear,,,Sitrus Berry,Static,43,37,40,54,39,48,60,76,60,0,0,1,1,0,1,123,0,0,30,65,72,48,8,8,69.4
Round 8 - Turn 09:00,Lapras,,Iron Tail,Electric,Physical,Rain,Burned,,Assault Vest,Static,24,37,100,54,31,,29,73,86,0,0,0,2,0,1,163,2099,24,90,37,72,26,8,9,32.3
Round 8 - Turn 10:00,Blastoise,Water,Nuzzle,Normal,Physical,Hail,Paralyzed,,Light Ball,Static,37,37,20,44,48,41,45,79,57,0,-1,,2,1,1,,1866,0,30,72,72,53,8,10,74.3
Round 8 - Turn 11:00,Rhydon,Rock,Nuzzle,Normal,Physical,Clear,,,,Static,37,37,20,49,34,44,39,67,77,1,0,,0.5,0,1,176,2559,0,5,40,72,66,8,11,86.8
Round 8 - Turn 12:00,,Water,Thunderbolt,Electric,Special,Sandstorm,,Grassy Terrain,Light Ball,Static,,37,90,42,38,48,40,76,62,-1,0,1,2,0,,137,4391,0,70,33,72,34,8,12,54.5
Round 8 - Turn 13:00,Lapras,Water,,Electric,Status,,,Misty Terrain,Assault Vest,Static,42,37,0,52,50,41,49,75,68,-2,-1,-1,1,0,1,103,2461,0,0,72,72,72,8,13,100
Round 8 - Turn 14:00,Dragonite,Dragon,Thunderbolt,Electric,Special,Clear,,Misty Terrain,Light Ball,,49,37,90,46,45,40,50,80,97,0,-2,0,0.5,0,1,133,2270,0,30,72,72,72,8,14,86.8
Round 8 - Turn 15:00,Machamp,Fighting,Volt Tackle,Electric,Physical,Sun,,,Light Ball,Static,30,37,120,46,36,50,42,74,69,0,0,0,1,,1,160,3024,0,75,40,72,0,8,15,7.6
Round 8 - Turn 16:00,Venusaur,Grass,Thunderbolt,Electric,Special,Hail,,Grassy Terrain,,Static,31,37,90,41,24,39,36,77,58,2,1,2,0.5,0,1,,4416,0,30,72,72,33,8,16,51
Round 8 - Turn 17:00,Venusaur,Grass,Thunder,Electric,Special,Electric Terrain,,,Sitrus Berry,Static,35,37,110,44,35,46,40,73,88,0,-1,-1,0.5,0,0,137,4187,0,0,41,72,31,8,17,61.3
Round 8 - Turn 18:00,Dragonite,Dragon,Quick Attack,Electric,Physical,Clear,Paralyzed,,Assault Vest,Static,38,37,40,51,49,41,57,68,54,0,-1,0,0.5,0,1,,4372,0,15,41,72,29,8,18,37.4
Round 8 - Turn 19:00,Onix,Rock,,Electric,Physical,Clear,Burned,,,Static,35,37,40,45,43,40,40,74,72,0,2,0,0.5,0,1,186,,0,5,26,72,33,8,19,51.1
Round 8 - Turn 20:00,Venusaur,Grass,Iron Tail,Electric,Physical,Clear,,,Assault Vest,Static,38,37,100,54,46,41,43,72,44,0,0,0,0.5,0,1,168,1213,0,30,,72,1,8,20,12
Round 8 - Turn 21:00,Skarmory,Steel,,Electric,Special,Clear,,,,Static,33,37,90,53,40,51,40,66,42,1,0,0,1,0,1,159,3284,0,90,72,72,28,8,21,45.6
Round 8 - Turn 22:00,Rhydon,Rock,Thunder,,Special,Clear,,,Sitrus Berry,Static,26,37,110,41,22,50,41,66,49,1,0,-1,0.5,0,1,44,4960,0,45,72,72,44,8,22,56.3
Round 8 - Turn 23:00,Onix,Rock,,Electric,Special,Electric Terrain,,,,Lightning Rod,31,37,90,48,24,37,31,70,35,0,0,0,,0,1,53,1153,0,25,27,72,22,8,23,37.5
Round 9 - Turn 00:00,Venusaur,Grass,Agility,Electric,Status,Hail,,Misty Terrain,,Static,17,28,0,30,16,32,20,50,55,0,-1,0,1,0,1,151,2967,0,0,38,57,39,9,0,72.5
Round 9 - Turn 01:00,Dragonite,Dragon,Thunder,Electric,Special,Sun,,Electric Terrain,Sitrus Berry,Static,28,28,110,43,30,40,29,56,45,0,0,0,0.5,0,1,255,4862,0,35,38,57,0,9,1,11.5
Round 9 - Turn 02:00,Charizard,Fire,Volt Tackle,Electric,Physical,Rain,,,Sitrus Berry,Static,23,28,120,30,22,29,24,51,30,,0,-1,1,1,1,144,0,0,60,3,57,14,9,2,38.9
Round 9 - Turn 03:00,Machamp,Fighting,Quick Attack,Electric,Physical,Rain,Paralyzed,Misty Terrain,Assault Vest,Lightning Rod,21,28,40,40,20,28,28,64,66,-1,0,0,,0,1,118,4821,0,20,57,57,47,9,3,92.3
Round 9 - Turn 04:00,Alakazam,Psychic,Thunderbolt,Electric,Special,Clear,,,Light Ball,Static,30,28,90,43,43,42,34,62,68,0,0,0,1,0,1,174,2338,0,45,36,57,13,9,4,37.4
Round 9 - Turn 05:00,Onix,Rock,Nuzzle,Normal,Physical,Clear,,,Light Ball,Static,38,28,20,38,30,42,39,61,64,0,-1,1,0.5,0,1,164,1777,0,5,57,57,42,9,5,80.7
Round 9 - Turn 06:00,Charizard,,Quick Attack,Electric,,Sun,,Grassy Terrain,Sitrus Berry,Static,29,28,40,40,25,38,32,60,62,0,-1,0,1,0,,,964,0,35,52,57,10,9,6,33.7
Round 9 - Turn 07:00,Gengar,Ghost,Electro Ball,Electric,Special,Rain,Burned,Grassy Terrain,Sitrus Berry,Static,27,28,80,40,36,42,37,53,87,0,0,0,1,0,1,17,2141,0,35,15,57,7,9,7,22.7
Round 9 - Turn 08:00,Blastoise,Water,,Electric,Special,Clear,,,Sitrus Berry,Static,29,28,80,35,31,29,32,57,54,-1,1,1,2,0,1,228,867,25,25,,57,57,9,8,83
Round 9 - Turn 09:00,Steelix,Steel,Quick Attack,Electric,Physical,Sandstorm,,,Light Ball,Static,37,28,40,39,44,42,,56,70,0,1,-2,1,1,1,58,3587,0,15,55,57,24,9,9,43.4
Round 9 - Turn 10:00,Gengar,,Volt Tackle,Electric,Physical,Clear,,,Assault Vest,Static,25,28,120,40,28,37,,60,63,0,0,0,1,0,1,52,2884,19,65,39,57,0,9,10,20.9
Round 9 - Turn 11:00,Charizard,Fire,Thunderbolt,Electric,Special,Clear,,,Assault Vest,Static,32,28,90,44,31,42,51,62,35,0,-2,0,1,0,1,143,1995,0,60,57,57,8,9,11,19.1
Round 9 - Turn 12:00,Venusaur,Grass,Thunderbolt,Electric,Special,Clear,,,Focus Sash,Static,34,28,90,41,43,37,48,61,71,0,0,0,,0,1,129,2494,0,15,57,57,33,9,12,60.6
Round 9 - Turn 13:00,Charizard,Fire,Iron Tail,Electric,Physical,Clear,,,,Static,27,28,100,30,33,37,37,57,54,0,2,,1,0,1,146,4297,0,20,42,57,3,9,13,19.4
Round 9 - Turn 14:00,Rhydon,Rock,Electro Ball,Electric,Special,Electric Terrain,,Electric Terrain,Light Ball,Static,26,28,80,40,,30,28,62,60,,0,0,0.5,0,1,93,1462,0,35,22,57,0,9,14,8.7
Round 9 - Turn 15:00,Onix,Rock,Quick Attack,Electric,Physical,Clear,Paralyzed,,Light Ball,Static,33,28,40,43,30,28,42,51,31,0,0,0,0.5,0,1,101,3370,0,10,57,57,51,9,15,96
Round 9 - Turn 16:00,Charizard,Fire,Thunderbolt,Electric,Special,Clear,,,Light Ball,Static,28,28,90,42,23,28,32,54,,-1,2,0,,0,1,168,3692,0,10,45,57,38,9,16,71.5
Round 9 - Turn 17:00,Venusaur,Grass,Thunderbolt,Electric,Special,Sandstorm,Burned,Electric Terrain,,Static,,28,90,30,20,34,25,60,18,0,0,0,0.5,0,1,185,3878,0,30,33,57,5,9,17,31.3
Round 9 - Turn 18:00,Charizard,Fire,Thunderbolt,Electric,Special,Sun,Burned,,,Lightning Rod,24,28,90,43,36,34,29,50,29,0,0,0,1,0,1,90,2377,0,40,3,57,0,9,18,22.4
Round 9 - Turn 19:00,Charizard,Fire,Agility,Electric,Status,Hail,Paralyzed,,Sitrus Berry,Static,23,28,0,38,18,30,34,59,85,-1,-1,0,1,0,1,155,2284,0,0,57,57,57,9,19,100
Round 9 - Turn 20:00,Gengar,Ghost,Thunderbolt,Electric,Special,Clear,Paralyzed,Electric Terrain,Focus Sash,Static,29,28,90,36,37,39,34,57,76,2,0,0,1,0,1,137,3493,0,105,57,57,0,9,20,4.2
Round 9 - Turn 21:00,Blastoise,Water,Nuzzle,Normal,Physical,Clear,,Electric Terrain,Assault Vest,Static,25,28,,32,23,42,27,56,78,-1,1,1,2,0,1,206,0,0,10,57,57,18,9,21,33.8
Round 9 - Turn 22:00,Charizard,Fire,Nuzzle,Normal,Physical,Clear,,,,,27,28,20,34,21,42,30,62,67,0,0,0,1,0,1,0,360,0,10,47,57,13,9,22,33.4
Round 9 - Turn 23:00,,Steel,Iron Tail,Electric,Physical,Electric Terrain,Burned,,,Static,33,28,100,37,36,38,34,54,42,0,1,0,1,0,1,189,816,16,15,37,57,25,9,23,49
Round 10 - Turn 00:00,Skarmory,Steel,Agility,Electric,Status,Clear,,Electric Terrain,Assault Vest,Static,18,26,0,29,16,26,34,60,63,0,1,1,1,0,1,104,880,0,0,9,,7,10,0,20.5
Round 10 - Turn 01:00,Rhydon,Rock,Thunderbolt,Electric,Special,Clear,,,,Static,33,26,90,31,28,33,49,,64,0,1,1,0.5,0,1,79,1626,0,10,9,54,0,10,1,14.7
Round 10 - Turn 02:00,Alakazam,Psychic,Thunder,Electric,Special,Sun,,,Sitrus Berry,Lightning Rod,25,26,110,40,31,30,27,52,74,1,0,0,1,0,1,128,2244,0,70,1,54,0,10,2,31
Round 10 - Turn 03:00,Vaporeon,Water,Electro Ball,Electric,Special,Hail,Paralyzed,,Light Ball,Static,24,26,80,38,32,31,25,57,64,0,-1,0,2,0,1,87,2176,0,115,54,54,0,10,3,14.6
Round 10 - Turn 04:00,Venusaur,Grass,Electro Ball,Electric,Special,Electric Terrain,,Electric Terrain,Light Ball,Static,18,26,80,36,19,38,30,52,18,0,1,0,0.5,0,1,131,1790,0,,54,54,17,10,4,38.7
Round 10 - Turn 05:00,Lapras,Water,Thunderbolt,Electric,Special,Clear,,,Light Ball,Lightning Rod,19,26,90,37,20,32,29,,36,1,1,0,2,1,1,82,2222,0,105,38,54,0,10,5,15
Round 10 - Turn 06:00,Machamp,Fighting,Iron Tail,Electric,,Sandstorm,,,,Static,31,26,100,28,24,30,,57,35,0,0,0,1,0,1,157,540,22,40,54,54,25,10,6,54.9
Round 10 - Turn 07:00,Onix,Rock,Thunderbolt,Electric,Special,Clear,,Misty Terrain,Focus Sash,Static,35,26,90,35,45,38,43,54,61,0,0,-1,0.5,0,1,28,319,0,15,35,54,0,10,7,17.8
Round 10 - Turn 08:00,Steelix,Steel,Electro Ball,Electric,Special,Electric Terrain,,Misty Terrain,Assault Vest,Static,28,26,80,33,41,30,31,51,51,1,0,1,1,0,1,96,2841,0,40,19,,0,10,8,15.7
Round 10 - Turn 09:00,,Fighting,Thunderbolt,Electric,Special,Clear,,,,Static,19,26,90,36,16,37,25,47,35,1,0,0,1,0,1,211,3266,0,75,54,54,0,10,9,11.1
Round 10 - Turn 10:00,Onix,Rock,Thunder,Electric,Special,Rain,,Electric Terrain,Light Ball,Static,26,26,110,33,38,33,29,49,30,0,2,0,,0,0,96,1369,0,0,54,54,32,10,10,58
Round 10 - Turn 11:00,Dragonite,Dragon,Electro Ball,Electric,Special,Sun,,Misty Terrain,Focus Sash,Static,26,26,80,32,32,40,34,49,67,1,0,0,0.5,0,1,142,3454,18,25,54,54,45,10,11,81
Round 10 - Turn 12:00,Charizard,Fire,Thunder,Electric,Special,Hail,,Grassy Terrain,Sitrus Berry,Static,29,26,110,40,40,34,32,55,53,-1,0,0,1,0,1,196,2567,0,30,,54,4,10,12,18.2
Round 10 - Turn 13:00,Alakazam,Psychic,Thunderbolt,Electric,Special,Clear,,,,Static,32,26,90,29,34,34,45,47,31,-1,-1,0,1,0,1,179,2320,0,25,16,54,8,10,13,20.4
Round 10 - Turn 14:00,Dragonite,Dragon,Thunderbolt,,Special,Rain,,Electric Terrain,Sitrus Berry,Static,19,26,,31,26,37,34,56,10,0,-1,0,0.5,0,1,101,2818,0,30,54,54,41,10,14,67.8
Round 10 - Turn 15:00,Machamp,Fighting,Volt Tackle,Electric,Physical,Clear,,Electric Terrain,Light Ball,Static,27,26,120,34,35,33,31,58,58,0,0,0,1,0,1,100,2188,0,55,22,54,13,10,15,38.2
Round 10 - Turn 16:00,Onix,Rock,Iron Tail,Electric,Physical,Clear,,,,Static,21,26,100,42,30,38,38,57,80,0,,0,0.5,0,1,0,2726,0,40,54,54,8,10,16,19.4
Round 10 - Turn 17:00,Alakazam,Psychic,Quick Attack,Electric,Physical,Clear,,,,Static,32,26,,40,32,27,39,56,64,-2,0,1,1,0,1,165,2812,0,10,15,54,18,10,17,43.2
Round 10 - Turn 18:00,Alakazam,Psychic,,Electric,Physical,Clear,Paralyzed,Misty Terrain,,Static,26,26,100,41,28,28,45,58,51,2,0,0,1,0,1,186,2860,0,95,3,54,0,10,18,25.9
Round 10 - Turn 19:00,Vaporeon,Water,Electro Ball,Electric,Special,Sun,,,Focus Sash,Static,11,26,80,34,15,29,24,52,96,-2,0,0,2,0,1,136,2425,0,40,54,54,42,10,19,66
Round 10 - Turn 20:00,Skarmory,Steel,Thunderbolt,Electric,Special,Clear,Burned,,,Static,27,26,90,,29,26,34,58,58,0,,1,1,1,1,94,3755,0,30,13,54,20,10,20,44.2
Round 10 - Turn 21:00,Lapras,Water,Thunderbolt,Electric,Special,Clear,Burned,,Light Ball,Static,27,26,90,,39,30,37,55,46,0,0,1,2,0,1,108,3398,0,55,54,54,11,10,21,27.3
Round 10 - Turn 22:00,Charizard,Fire,Quick Attack,Electric,Physical,Clear,,Grassy Terrain,,Static,27,26,40,35,27,34,45,53,76,0,2,-1,1,0,1,158,4825,0,10,54,54,54,10,22,93.7
Round 10 - Turn 23:00,Rhydon,Rock,Thunder,Electric,Special,Hail,,,Light Ball,Static,29,26,110,36,25,34,48,55,29,0,-1,0,0.5,0,1,185,2168,0,20,42,54,23,10,23,41.6
Round 11 - Turn 00:00,Golem,Rock,Thunderbolt,Electric,Special,Clear,,,,Static,33,34,90,48,35,34,33,,55,-1,0,0,0.5,0,1,108,3829,0,15,67,67,67,11,0,90.2
Round 11 - Turn 01:00,Charizard,Fire,Thunderbolt,Electric,Special,Clear,,,Light Ball,Static,42,34,90,48,40,38,48,62,76,0,2,1,1,1,1,194,2893,0,25,53,67,41,11,1,69.8
Round 11 - Turn 02:00,Charizard,Fire,Agility,Electric,Status,Electric Terrain,,,Assault Vest,Static,39,34,0,51,47,39,45,68,110,-1,0,-2,1,0,1,118,4406,0,0,27,67,43,11,2,72.6
Round 11 - Turn 03:00,Dragonite,Dragon,Electro Ball,Electric,Special,Electric Terrain,,,,Static,34,34,80,37,28,44,48,62,58,-1,0,2,0.5,0,1,110,1777,0,10,27,67,43,11,3,67.1
Round 11 - Turn 04:00,Machamp,Fighting,Quick Attack,Electric,Physical,Clear,Paralyzed,,,Static,41,34,40,38,39,40,42,,88,0,1,0,1,,1,183,16,0,15,15,67,22,11,4,34.7
Round 11 - Turn 05:00,,,Iron Tail,Electric,Physical,Hail,,Electric Terrain,,Static,34,34,100,,,39,34,67,100,0,2,-1,1,0,1,185,3495,0,25,1,67,21,11,5,38.5
Round 11 - Turn 06:00,Machamp,Fighting,Volt Tackle,Electric,Physical,Clear,Paralyzed,Grassy Terrain,Sitrus Berry,Static,31,34,120,46,43,34,50,68,53,1,0,1,1,0,1,191,2726,0,90,67,67,0,11,6,26.2
Round 11 - Turn 07:00,Steelix,Steel,Agility,Electric,Status,Clear,,Misty Terrain,Light Ball,Static,24,34,0,46,33,43,41,64,51,1,0,0,1,0,1,84,2702,0,0,,67,67,11,7,92
